num_stage,stage_time,dis_fraction,dist_to_water,truck_consumption,water_per_stage,prop_per_stage,dist_to_sand,dist_to_fuel,mob_distance,sand_footprint
30,89,0.383013458405274,51,19,639088,71,42,148,276,0.4590358841405836
38,119,0.7550257486691205,46,24,918962,69,147,196,304,0.02688966527358222
112,200,0.6863388530565108,33,10,754593,86,114,188,299,0.44907998270910393
108,208,0.07123420032902672,56,19,438149,80,79,101,365,0.4646544727102428
43,154,0.2306751911358783,45,20,191209,38,10,69,78,0.31750953461656883
108,186,0.1313086460107573,187,16,460840,60,137,148,38,0.0201259441101459
92,133,0.4401969473769143,68,11,401567,83,28,3,272,0.34472913433248487
103,207,0.4827264112222648,92,15,206872,73,25,46,344,0.150565914834427
42,182,0.5840418864970331,89,13,419567,59,118,47,274,0.002539537704942363
92,136,0.4166194776643257,23,18,669352,74,41,44,118,0.18201887811693407
116,148,0.37449196925485473,87,23,717307,37,71,140,22,0.09954119608543932
93,75,0.06280236086672497,58,12,368596,94,188,82,100,0.07412022446949307
138,200,0.800786156706096,137,17,585636,89,71,14,117,0.2005535688307935
75,78,0.9562189876709573,60,20,560444,17,174,9,401,0.21095205664020333
97,69,0.29435809749846775,110,20,268298,65,67,97,394,0.3450567784381125
59,96,0.38803691123996853,149,13,848193,15,100,118,136,0.4498004053374616
54,147,0.0230313270508814,49,13,652462,85,17,153,309,0.19650074022817787
143,194,0.6739872512460114,0,19,480595,88,123,74,157,0.49085310971762364
72,197,0.09941506525606936,152,23,602536,70,72,117,370,0.29067419547624423
68,194,0.12687969699466983,185,19,951763,81,3,131,142,0.17613222162612774
118,60,0.5768999585617253,42,13,234598,45,55,77,174,0.21947104465070566
69,167,0.5080070107293831,186,18,817981,89,136,51,285,0.08808603979962526
109,60,0.0784310761336805,49,14,966536,43,139,103,288,0.12161189485395091
77,117,0.7875534579293845,84,22,414176,91,155,152,49,0.08116549930287081
47,118,0.8578809882804553,50,12,875050,31,120,12,449,0.16820377904273043
85,116,0.333190010290107,9,21,887882,58,56,146,416,0.4286655215979489
90,143,0.23650113144357787,6,13,517222,58,182,190,450,0.3547114607082062
88,190,0.7246740387730165,91,24,859138,38,39,161,308,0.4036224303070174
133,62,0.5613046857810657,70,14,505397,37,106,123,439,0.04261802830643019
68,196,0.5024620685490644,85,10,525305,12,126,156,238,0.42340207505623884
55,115,0.019105984941974685,160,22,737212,73,69,102,18,0.10522251818303191
133,176,0.9287601776459912,128,17,118245,70,176,163,421,0.26840730561390275
116,239,0.5017809215984782,99,10,683377,68,188,42,407,0.42922250002210266
87,164,0.26419204405940133,164,16,571292,76,152,169,5,0.06423631786434136
46,225,0.7824291568061557,55,15,629014,25,20,0,303,0.11628566030243531
129,147,0.04892810895867383,182,15,119621,70,190,134,195,0.11177351218901943
39,140,0.7223695266081768,79,15,779656,86,158,57,271,0.2996169614312988
41,225,0.4130154689173945,95,11,838056,40,178,146,305,0.3993209598307871
92,71,0.2831215373411551,13,10,752549,41,113,178,250,0.3169310536287859
115,195,0.6522702816272687,141,24,618408,18,193,178,456,0.2643593547204884
103,116,0.732209079828638,144,16,859586,24,2,171,398,0.3969059290504472
135,162,0.7647702191100922,60,10,658968,76,73,84,178,0.3209654910997259
129,170,0.18055619021305103,123,15,373132,20,119,143,145,0.3896839946987322
108,204,0.6139563991685127,118,22,278155,79,109,47,410,0.4584046250646333
98,188,0.3086071856432271,15,14,866144,22,187,146,225,0.4385326414671251
54,203,0.9179311172120941,180,18,256684,38,5,93,357,0.1041746071355909
143,229,0.3252248781432473,77,16,721292,19,148,75,316,0.3962545575011362
49,79,0.271403820719583,161,14,262055,56,24,125,415,0.3746759772315256
116,168,0.21397064156635948,186,14,868777,98,7,156,372,0.1671237758008468
145,171,0.6506411167650846,10,14,864152,81,37,145,257,0.3685857576427451
146,155,0.37391258198548716,32,24,513938,54,178,24,24,0.3352313788722338
118,67,0.5803733441662898,132,16,665807,65,91,2,440,0.47565453353177856
50,164,0.023301329159155393,163,22,783279,46,77,135,488,0.0677610595740823
116,190,0.8635550597050304,46,18,767076,28,153,148,477,0.41017302589684035
38,92,0.24421487192360813,64,23,729150,56,50,17,408,0.37735638243656006
132,188,0.19672322200317505,43,20,799088,67,149,32,210,0.01865781037270353
37,175,0.31798072560543134,124,14,878789,67,96,117,6,0.47829879988142043
133,115,0.5466383362055812,66,12,986052,51,17,53,142,0.3164971032366756
67,87,0.3601354635533147,144,22,781351,26,99,152,478,0.33495084629644056
65,60,0.5225451530977742,190,21,337797,99,130,45,354,0.07559914397093387
55,124,0.4459113937283774,36,11,666109,77,116,53,467,0.10955900006963926
108,117,0.4929234867305984,106,17,352174,90,113,73,489,0.2441657622206156
33,209,0.9435320896483922,190,20,928318,42,42,109,105,0.4619900759993195
64,179,0.8187281863589629,39,15,362950,78,165,57,459,0.27182586981883655
52,220,0.25273851696328964,33,19,867801,66,191,131,345,0.324729910799993
137,99,0.0507690463562791,110,15,902048,32,122,65,428,0.13829666205974728
96,77,0.2666641395992242,192,15,616727,85,48,29,240,0.46890513403909334
92,174,0.9958785226764794,159,19,997740,82,23,185,204,0.027507261417642426
83,140,0.6406905495940796,11,23,328745,16,194,178,64,0.3903762168566963
55,222,0.14539501359551443,180,14,367283,92,83,35,285,0.06472900066950421
55,95,0.6850766137406025,125,17,890263,51,165,18,293,0.16053688260848847
119,82,0.9862708324742173,152,10,367574,80,77,12,460,0.06955677410952354
135,124,0.366021956584883,153,11,232690,47,19,39,58,0.01244689898047635
78,128,0.379849090686204,54,21,778058,51,51,27,260,0.17062365304668553
38,118,0.591750240543923,156,15,578201,95,107,45,417,0.2824518571908818
53,91,0.4129767313031658,92,21,113790,74,133,113,220,0.00979360175588484
82,196,0.0366694598975954,128,16,432762,29,44,118,442,0.2983963215515432
93,71,0.4797146514828511,140,16,484171,43,152,88,23,0.4665386392535503
44,111,0.6397601245805212,78,11,610671,96,177,94,236,0.1287622766800397
57,84,0.4685999489727024,9,15,385475,22,160,138,27,0.18583266165376977
39,231,0.651766813425973,91,22,653548,29,39,129,118,0.0768196519418447
75,85,0.04068969619992224,120,12,826798,43,104,59,19,0.35535225339880977
91,238,0.689141227355489,195,14,871982,26,103,29,404,0.31934447375217195
84,208,0.5720699491471284,149,17,478497,65,5,46,301,0.12759623741390674
80,63,0.3685528095746867,39,24,444753,98,13,1,425,0.30295048278308356
119,75,0.6956771634598734,78,17,156042,55,6,129,429,0.0659791236216008
43,92,0.4844822945199174,14,14,215481,84,125,55,469,0.49167705004777085
129,70,0.9694894588265988,58,15,754033,44,165,7,105,0.304345498663072
126,157,0.3511652753178538,114,17,514099,57,38,119,68,0.15188350239798665
149,218,0.039680533484174996,15,23,124265,12,11,25,258,0.02627884660992308
114,74,0.6784396327621754,39,12,325383,21,158,70,96,0.02620511184587343
140,124,0.574431361285198,164,18,837525,47,157,60,409,0.4443231320178799
76,160,0.893996294206479,186,19,207787,79,142,150,68,0.1617627236248067
148,238,0.7215641003871687,199,24,724975,62,185,40,112,0.1960489235112503
73,190,0.18110186408826567,84,16,895667,58,31,98,383,0.16740548088669177
31,105,0.47419076373922353,54,22,693541,99,17,125,358,0.44674557292266914
101,118,0.22075660279800025,41,20,920927,51,53,146,60,0.2769503260422049
103,177,0.9812429537644833,153,20,493095,45,152,47,488,0.26783955763500683
125,77,0.9116986153653702,126,20,990606,76,69,191,297,0.36597025743354344
86,145,0.6453090115729178,11,19,927120,75,174,59,44,0.3920359635686835
138,108,0.8574771468548882,138,16,915580,81,60,168,413,0.33424231458164083
61,123,0.4239062212328175,186,20,918729,94,58,13,238,0.11618296820655366
52,83,0.5372169654431865,162,11,270686,21,93,137,236,0.07434958362908817
122,66,0.39479331927399575,175,23,292956,66,185,51,424,0.19375649193581745
112,69,0.4028877505118036,35,15,694893,47,122,40,320,0.35610618264115423
83,117,0.651977822409729,71,16,439349,73,179,84,165,0.42205630916436365
66,96,0.0988409916182319,90,21,286352,52,117,22,163,0.20470133990359723
31,177,0.49644390383782644,174,13,398347,92,47,192,198,0.08152034498491956
113,176,0.6575120170377053,138,14,672458,18,94,190,434,0.23104073493581462
